id,tanggal,tipe_mesin,kode_error,gejala (pisahkan dengan ';'),jenis_kerusakan (label),komponen_utama,tindakan_perbaikan,konfirmasi_teknisi (Y/N),catatan
272,2026-02-02,Canon iRA 4051,E602-0722,Error in /TMP_FAX.,Storage,HDD,"Error due to data corruption or software bug.; 1. Start up in Safe Mode to perform All Format using SST and reinstall the system (SYSTEM, LANGUAGE, RUI), and then turn OFF and then ON the main power .; 2. If the measures above do not solve the problem, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system.",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
273,2026-02-02,Canon iRA 4051,E602-0723,Error in /TMP_FAX.,Storage,HDD,"Error due to data corruption or software bug.; 1. Start up in Safe Mode to perform All Format using SST and reinstall the system (SYSTEM, LANGUAGE, RUI), and then turn OFF and then ON the main power .; 2. If the measures above do not solve the problem, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system.",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
274,2026-02-02,Canon iRA 4051,E602-0724,Error in /TMP_FAX.,Storage,HDD,"Error due to data corruption or software bug.; 1. Start up in Safe Mode to perform All Format using SST and reinstall the system (SYSTEM, LANGUAGE, RUI), and then turn OFF and then ON the main power .; 2. If the measures above do not solve the problem, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system.",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
275,2026-02-02,Canon iRA 4051,E602-0725,Error in /TMP_FAX.,Storage,HDD,"The document data (such as Box on the HDD) can be damaged.1. Enter the corresponding CHK-TYPE in the partition to execute HDD-CHECK (duration: several minutes to several dozen minutes); and then turn OFF and then ON the power.; 2. If the measures above do not solve the problem, enter the corresponding CHK-TYPE in the partition to execute HDD-CLEAR, and then turn OFF and then ON the main power.(Use SST to perform reformat/reinstallation in the case of the following: BOOTDEV , BOOTDEV2 and APL_SEND); 3. If the error still remains, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system.E CodeDetail CodeLocation Item Description",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
276,2026-02-02,Canon iRA 4051,E602-0800,Error in /TMP_PSS.,Storage,HDD,"1. Check the Cable and Power Connector.; 2. If the measures above do not solve the problem, start up in Saf e Mode to perform All Format using SST and reinstall the system (SYSTEM, LANGUAGE, RUI), and then turn OFF and then ON the main power.; 3. If the error still remains, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system.",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
277,2026-02-02,Canon iRA 4051,E602-0801,Error in /TMP_PSS.,Storage,HDD,"1. Check the Cable and Power Connector.; 2. If the measures above do not solve the problem, start up in Saf e Mode to perform All Format using SST and reinstall the system (SYSTEM, LANGUAGE, RUI), and then turn OFF and then ON the main power.; 3. If the error still remains, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system.",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
278,2026-02-02,Canon iRA 4051,E602-0802,Error in /TMP_PSS.,Storage,HDD,"1. Check the Cable and Power Connector.; 2. If the measures above do not solve the problem, start up in Saf e Mode to perform All Format using SST and reinstall the system (SYSTEM, LANGUAGE, RUI), and then turn OFF and then ON the main power.; 3. If the error still remains, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system.",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
279,2026-02-02,Canon iRA 4051,E602-0803,Error in /TMP_PSS.,Storage,HDD,"1. Enter the corresponding CHK-TYPE in the partition to execute HDD-CHECK (duration: several minutes to several dozen minutes); and then turn OFF and then ON the power.; 2. If the measures above do not solve the problem, enter the corresponding CHK-TYPE in the partition to execute HDD-CLEAR, and then turn OFF and then ON the main power.",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
280,2026-02-02,Canon iRA 4051,E602-0804,Error in /TMP_PSS.,Storage,HDD,"1. Check the Cable and Power Connector.; 2. If the measures above do not solve the problem, start up in Saf e Mode to perform All Format using SST and reinstall the system (SYSTEM, LANGUAGE, RUI), and then turn OFF and then ON the main power.; 3. If the error still remains, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system. 7 7 7-34 7-34Error Code > Error Code > Error Code Details > E602 to E880 Error Code > Error Code > Error Code Details > E602 to E880E CodeDetail CodeLocation Item Description",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
281,2026-02-02,Canon iRA 4051,E602-0805,Error in /TMP_PSS.,Storage,HDD,"1. Enter the corresponding CHK-TYPE in the partition to execute HDD-CLEAR, and then turn OFF and then ON the power.; 2. If the measures above do not solve the problem, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system.",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
282,2026-02-02,Canon iRA 4051,E602-0810,Error in /TMP_PSS.,Storage,HDD,"Error due to data corruption or software bug.; 1. Start up in Safe Mode to perform All Format using SST and reinstall the system (SYSTEM, LANGUAGE, RUI), and then turn OFF and then ON the main power .; 2. If the measures above do not solve the problem, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system.",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
283,2026-02-02,Canon iRA 4051,E602-0811,Error in /TMP_PSS.,Storage,HDD,"This is the error which usually does not occur in Read/Write level.; 1. Check the Cable and Power Connector.; 2. If the measures above do not solve the problem, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system.",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
284,2026-02-02,Canon iRA 4051,E602-0812,Error in /TMP_PSS.,Storage,HDD,"Error due to data corruption or software bug.; 1. Start up in Safe Mode to perform All Format using SST and reinstall the system (SYSTEM, LANGUAGE, RUI), and then turn OFF and then ON the main power .; 2. If the measures above do not solve the problem, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system.E CodeDetail CodeLocation Item Description",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
285,2026-02-02,Canon iRA 4051,E602-0813,Error in /TMP_PSS.,Storage,HDD,"The document data (such as Box on the HDD) can be damaged.; 1. Enter the corresponding CHK-TYPE in the partition to execute HDD-CHECK (duration: several minutes to several dozen minutes); and then turn OFF and then ON the power.; 2. If the measures above do not solve the problem, enter the corresponding CHK-TYPE in the partition to execute HDD-CLEAR, and then turn OFF and then ON the main power.(Use SST to perform reformat/reinstallation in the case of the following: BOOTDEV , BOOTDEV2 and APL_SEND); 3. If the error still remains, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system.",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
286,2026-02-02,Canon iRA 4051,E602-0814,Error in /TMP_PSS.,Storage,HDD,"Error due to data corruption or software bug.; 1. Start up in Safe Mode to perform All Format using SST and reinstall the system (SYSTEM, LANGUAGE, RUI), and then turn OFF and then ON the main power .; 2. If the measures above do not solve the problem, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system.",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
287,2026-02-02,Canon iRA 4051,E602-0815,Error in /TMP_PSS.,Storage,HDD,"Error due to data corruption or software bug.; 1. Start up in Safe Mode to perform All Format using SST and reinstall the system (SYSTEM, LANGUAGE, RUI), and then turn OFF and then ON the main power .; 2. If the measures above do not solve the problem, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system.",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
288,2026-02-02,Canon iRA 4051,E602-0821,Error in /TMP_PSS.,Storage,HDD,"This is the error which usually does not occur in Read/Write level.1. Check the Cable and Power Connector.; 2. If the measures above do not solve the problem, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system. 7 7 7-35 7-35Error Code > Error Code > Error Code Details > E602 to E880 Error Code > Error Code > Error Code Details > E602 to E880E CodeDetail CodeLocation Item Description",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
289,2026-02-02,Canon iRA 4051,E602-0822,Error in /TMP_PSS.,Storage,HDD,"Error due to data corruption or software bug.; 1. Start up in Safe Mode to perform All Format using SST and reinstall the system (SYSTEM, LANGUAGE, RUI), and then turn OFF and then ON the main power .; 2. If the measures above do not solve the problem, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system.",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
290,2026-02-02,Canon iRA 4051,E602-0823,Error in /TMP_PSS.,Storage,HDD,"Error due to data corruption or software bug.; 1. Start up in Safe Mode to perform All Format using SST and reinstall the system (SYSTEM, LANGUAGE, RUI), and then turn OFF and then ON the main power .; 2. If the measures above do not solve the problem, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system.",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
291,2026-02-02,Canon iRA 4051,E602-0824,Error in /TMP_PSS.,Storage,HDD,"Error due to data corruption or software bug.; 1. Start up in Safe Mode to perform All Format using SST and reinstall the system (SYSTEM, LANGUAGE, RUI), and then turn OFF and then ON the main power .; 2. If the measures above do not solve the problem, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system.",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
292,2026-02-02,Canon iRA 4051,E602-0825,Error in /TMP_PSS.,Storage,HDD,"The document data (such as Box on the HDD) can be damaged.1. Enter the corresponding CHK-TYPE in the partition to execute HDD-CHECK (duration: several minutes to several dozen minutes); and then turn OFF and then ON the power.; 2. If the measures above do not solve the problem, enter the corresponding CHK-TYPE in the partition to execute HDD-CLEAR, and then turn OFF and then ON the main power.(Use SST to perform reformat/reinstallation in the case of the following: BOOTDEV , BOOTDEV2 and APL_SEND); 3. If the error still remains, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system.E CodeDetail CodeLocation Item Description",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
293,2026-02-02,Canon iRA 4051,E602-0900,Error in /PDLDEV.,Storage,HDD,"1. Check the Cable and Power Connector.; 2. If the measures above do not solve the problem, start up in Saf e Mode to perform All Format using SST and reinstall the system (SYSTEM, LANGUAGE, RUI), and then turn OFF and then ON the main power.; 3. If the error still remains, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system.",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
294,2026-02-02,Canon iRA 4051,E602-0901,Error in /PDLDEV.,Storage,HDD,"1. Check the Cable and Power Connector.; 2. If the measures above do not solve the problem, start up in Saf e Mode to perform All Format using SST and reinstall the system (SYSTEM, LANGUAGE, RUI), and then turn OFF and then ON the main power.; 3. If the error still remains, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system.",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
295,2026-02-02,Canon iRA 4051,E602-0902,Error in /PDLDEV.,Storage,HDD,"1. Check the Cable and Power Connector.; 2. If the measures above do not solve the problem, start up in Saf e Mode to perform All Format using SST and reinstall the system (SYSTEM, LANGUAGE, RUI), and then turn OFF and then ON the main power.; 3. If the error still remains, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system.",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
296,2026-02-02,Canon iRA 4051,E602-0903,Error in /PDLDEV.,Storage,HDD,"Recovery of Boot partition must be executed in Safe Mode using SST.1. Execute HDD-CHECK (duration: several dozen minutes) with CHK-TYPE = 0, and then turn OFF and then ON the power.; 2. If the measures above do not solve the problem, move to the download mode to perform All Format using SST and reinstall the system (SYSTEM, LANGUAGE, RUI), and then turn OFF and then ON the main power . 7 7 7-36 7-36Error Code > Error Code > Error Code Details > E602 to E880 Error Code > Error Code > Error Code Details > E602 to E880E CodeDetail CodeLocation Item Description",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
297,2026-02-02,Canon iRA 4051,E602-0904,Error in /PDLDEV.,Storage,HDD,"1. Check the Cable and Power Connector.; 2. If the measures above do not solve the problem, start up in Saf e Mode to perform All Format using SST and reinstall the system (SYSTEM, LANGUAGE, RUI), and then turn OFF and then ON the main power.; 3. If the error still remains, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system.",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
298,2026-02-02,Canon iRA 4051,E602-0905,Error in /PDLDEV.,Storage,HDD,"Recovery of Boot partition must be executed in Safe Mode using SST.1. Start up in Safe Mode to perform All Format using SST and reinstall the system (SYSTEM, LANGUAGE, RUI), and then turn OFF and then ON the main power .; 2. If the measures above do not solve the problem, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system.",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
299,2026-02-02,Canon iRA 4051,E602-0910,Error in /PDLDEV.,Storage,HDD,"Error due to data corruption or software bug.; 1. Start up in Safe Mode to perform All Format using SST and reinstall the system (SYSTEM, LANGUAGE, RUI), and then turn OFF and then ON the main power .; 2. If the measures above do not solve the problem, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system.",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
300,2026-02-02,Canon iRA 4051,E602-0911,Error in /PDLDEV.,Storage,HDD,"This is the error which usually does not occur in Read/Write level.; 1. Check the Cable and Power Connector.; 2. If the measures above do not solve the problem, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system.",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
301,2026-02-02,Canon iRA 4051,E602-0912,Error in /PDLDEV.,Storage,HDD,"Error due to data corruption or software bug.; 1. Start up in Safe Mode to perform All Format using SST and reinstall the system (SYSTEM, LANGUAGE, RUI), and then turn OFF and then ON the main power .; 2. If the measures above do not solve the problem, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system.E CodeDetail CodeLocation Item Description",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
302,2026-02-02,Canon iRA 4051,E602-0913,Error in /PDLDEV.,Storage,HDD,"The document data (such as Box on the HDD) can be damaged.; 1. Enter the corresponding CHK-TYPE in the partition to execute HDD-CHECK (duration: several minutes to several dozen minutes); and then turn OFF and then ON the power.; 2. If the measures above do not solve the problem, enter the corresponding CHK-TYPE in the partition to execute HDD-CLEAR, and then turn OFF and then ON the main power.(Use SST to perform reformat/reinstallation in the case of the following: BOOTDEV , BOOTDEV2 and APL_SEND); 3. If the error still remains, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system.",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
303,2026-02-02,Canon iRA 4051,E602-0914,Error in /PDLDEV.,Storage,HDD,"Error due to data corruption or software bug.; 1. Start up in Safe Mode to perform All Format using SST and reinstall the system (SYSTEM, LANGUAGE, RUI), and then turn OFF and then ON the main power .; 2. If the measures above do not solve the problem, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system.",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
304,2026-02-02,Canon iRA 4051,E602-0915,Error in /PDLDEV.,Storage,HDD,"Error due to data corruption or software bug.; 1. Start up in Safe Mode to perform All Format using SST and reinstall the system (SYSTEM, LANGUAGE, RUI), and then turn OFF and then ON the main power .; 2. If the measures above do not solve the problem, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system.",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
305,2026-02-02,Canon iRA 4051,E602-0921,Error in /PDLDEV.,Storage,HDD,"This is the error which usually does not occur in Read/Write level.1. Check the Cable and Power Connector.; 2. If the measures above do not solve the problem, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system. 7 7 7-37 7-37Error Code > Error Code > Error Code Details > E602 to E880 Error Code > Error Code > Error Code Details > E602 to E880E CodeDetail CodeLocation Item Description",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
306,2026-02-02,Canon iRA 4051,E602-0922,Error in /PDLDEV.,Storage,HDD,"Error due to data corruption or software bug.; 1. Start up in Safe Mode to perform All Format using SST and reinstall the system (SYSTEM, LANGUAGE, RUI), and then turn OFF and then ON the main power .; 2. If the measures above do not solve the problem, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system.",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
307,2026-02-02,Canon iRA 4051,E602-0923,Error in /PDLDEV.,Storage,HDD,"Error due to data corruption or software bug.; 1. Start up in Safe Mode to perform All Format using SST and reinstall the system (SYSTEM, LANGUAGE, RUI), and then turn OFF and then ON the main power .; 2. If the measures above do not solve the problem, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system.",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
308,2026-02-02,Canon iRA 4051,E602-0924,Error in /PDLDEV.,Storage,HDD,"Error due to data corruption or software bug.; 1. Start up in Safe Mode to perform All Format using SST and reinstall the system (SYSTEM, LANGUAGE, RUI), and then turn OFF and then ON the main power .; 2. If the measures above do not solve the problem, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system.",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
309,2026-02-02,Canon iRA 4051,E602-0925,Error in /PDLDEV.,Storage,HDD,"Error due to data corruption or software bug.; 1. Start up in Safe Mode to perform All Format using SST and reinstall the system (SYSTEM, LANGUAGE, RUI), and then turn OFF and then ON the main power .; 2. If the measures above do not solve the problem, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system.",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
310,2026-02-02,Canon iRA 4051,E602-1000,Error in /BOOTDEV.,Storage,HDD,"1. Check the Cable and Power Connector.; 2. If the measures above do not solve the problem, start up in Saf e Mode to perform All Format using SST and reinstall the system (SYSTEM, LANGUAGE, RUI), and then turn OFF and then ON the main power.; 3. If the error still remains, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system.E CodeDetail CodeLocation Item Description",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
311,2026-02-02,Canon iRA 4051,E602-1001,Error in /BOOTDEV.,Storage,HDD,"1. Check the Cable and Power Connector.; 2. If the measures above do not solve the problem, start up in Saf e Mode to perform All Format using SST and reinstall the system (SYSTEM, LANGUAGE, RUI), and then turn OFF and then ON the main power.; 3. If the error still remains, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system.",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
312,2026-02-02,Canon iRA 4051,E602-1002,Error in /BOOTDEV.,Storage,HDD,"1. Check the Cable and Power Connector.; 2. If the measures above do not solve the problem, start up in Saf e Mode to perform All Format using SST and reinstall the system (SYSTEM, LANGUAGE, RUI), and then turn OFF and then ON the main power.; 3. If the error still remains, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system.",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
313,2026-02-02,Canon iRA 4051,E602-1003,Error in /BOOTDEV.,Storage,HDD,"1. Enter the corresponding CHK-TYPE in the partition to execute HDD-CHECK (duration: several minutes to several dozen minutes); and then turn OFF and then ON the power.; 2. If the measures above do not solve the problem, enter the corresponding CHK-TYPE in the partition to execute HDD-CLEAR, and then turn OFF and then ON the main power.",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
314,2026-02-02,Canon iRA 4051,E602-1004,Error in /BOOTDEV.,Storage,HDD,"1. Check the Cable and Power Connector.; 2. If the measures above do not solve the problem, start up in Saf e Mode to perform All Format using SST and reinstall the system (SYSTEM, LANGUAGE, RUI), and then turn OFF and then ON the main power.; 3. If the error still remains, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system.",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
315,2026-02-02,Canon iRA 4051,E602-1005,Error in /BOOTDEV.,Storage,HDD,"1. Enter the corresponding CHK-TYPE in the partition to execute HDD-CLEAR, and then turn OFF and then ON the power.; 2. If the measures above do not solve the problem, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system. 7 7 7-38 7-38Error Code > Error Code > Error Code Details > E602 to E880 Error Code > Error Code > Error Code Details > E602 to E880E CodeDetail CodeLocation Item Description",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
316,2026-02-02,Canon iRA 4051,E602-1010,Error in /BOOTDEV.,Storage,HDD,"Error due to data corruption or software bug.; 1. Start up in Safe Mode to perform All Format using SST and reinstall the system (SYSTEM, LANGUAGE, RUI), and then turn OFF and then ON the main power .; 2. If the measures above do not solve the problem, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system.",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
317,2026-02-02,Canon iRA 4051,E602-1011,Error in /BOOTDEV.,Storage,HDD,"This is the error which usually does not occur in Read/Write level.; 1. Check the Cable and Power Connector.; 2. If the measures above do not solve the problem, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system.",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
318,2026-02-02,Canon iRA 4051,E602-1012,Error in /BOOTDEV.,Storage,HDD,"Error due to data corruption or software bug.; 1. Start up in Safe Mode to perform All Format using SST and reinstall the system (SYSTEM, LANGUAGE, RUI), and then turn OFF and then ON the main power .; 2. If the measures above do not solve the problem, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system.",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
319,2026-02-02,Canon iRA 4051,E602-1013,Error in /BOOTDEV.,Storage,HDD,"The document data (such as Box on the HDD) can be damaged.1. Enter the corresponding CHK-TYPE in the partition to execute HDD-CHECK (duration: several minutes to several dozen minutes); and then turn OFF and then ON the power.; 2. If the measures above do not solve the problem, enter the corresponding CHK-TYPE in the partition to execute HDD-CLEAR, and then turn OFF and then ON the main power.(Use SST to perform reformat/reinstallation in the case of the following: BOOTDEV , BOOTDEV2 and APL_SEND); 3. If the error still remains, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system.E CodeDetail CodeLocation Item Description",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
320,2026-02-02,Canon iRA 4051,E602-1014,Error in /BOOTDEV.,Storage,HDD,"Error due to data corruption or software bug.; 1. Start up in Safe Mode to perform All Format using SST and reinstall the system (SYSTEM, LANGUAGE, RUI), and then turn OFF and then ON the main power .; 2. If the measures above do not solve the problem, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system.",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
321,2026-02-02,Canon iRA 4051,E602-1015,Error in /BOOTDEV.,Storage,HDD,"Error due to data corruption or software bug.; 1. Start up in Safe Mode to perform All Format using SST and reinstall the system (SYSTEM, LANGUAGE, RUI), and then turn OFF and then ON the main power .; 2. If the measures above do not solve the problem, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system.",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
322,2026-02-02,Canon iRA 4051,E602-1021,Error in /BOOTDEV.,Storage,HDD,"This is the error which usually does not occur in Read/Write level.1. Check the Cable and Power Connector.; 2. If the measures above do not solve the problem, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system.",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
323,2026-02-02,Canon iRA 4051,E602-1022,Error in /BOOTDEV.,Storage,HDD,"Error due to data corruption or software bug.; 1. Start up in Safe Mode to perform All Format using SST and reinstall the system (SYSTEM, LANGUAGE, RUI), and then turn OFF and then ON the main power .; 2. If the measures above do not solve the problem, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system.",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
324,2026-02-02,Canon iRA 4051,E602-1023,Error in /BOOTDEV.,Storage,HDD,"Error due to data corruption or software bug.; 1. Start up in Safe Mode to perform All Format using SST and reinstall the system (SYSTEM, LANGUAGE, RUI), and then turn OFF and then ON the main power .; 2. If the measures above do not solve the problem, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system. 7 7 7-39 7-39Error Code > Error Code > Error Code Details > E602 to E880 Error Code > Error Code > Error Code Details > E602 to E880E CodeDetail CodeLocation Item Description",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
325,2026-02-02,Canon iRA 4051,E602-1024,Error in /BOOTDEV.,Storage,HDD,"Error due to data corruption or software bug.; 1. Start up in Safe Mode to perform All Format using SST and reinstall the system (SYSTEM, LANGUAGE, RUI), and then turn OFF and then ON the main power .; 2. If the measures above do not solve the problem, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system.",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
326,2026-02-02,Canon iRA 4051,E602-1025,Error in /BOOTDEV.,Storage,HDD,"The document data (such as Box on the HDD) can be damaged.1. Enter the corresponding CHK-TYPE in the partition to execute HDD-CHECK (duration: several minutes to several dozen minutes); and then turn OFF and then ON the power.; 2. If the measures above do not solve the problem, enter the corresponding CHK-TYPE in the partition to execute HDD-CLEAR, and then turn OFF and then ON the main power.(Use SST to perform reformat/reinstallation in the case of the following: BOOTDEV , BOOTDEV2 and APL_SEND); 3. If the error still remains, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system.",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
327,2026-02-02,Canon iRA 4051,E602-1100,Error in /APL_MEAP.,Storage,HDD,"1. Check the Cable and Power Connector.; 2. If the measures above do not solve the problem, start up in Saf e Mode to perform All Format using SST and reinstall the system (SYSTEM, LANGUAGE, RUI), and then turn OFF and then ON the main power.; 3. If the error still remains, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system.",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
328,2026-02-02,Canon iRA 4051,E602-1101,Error in /APL_MEAP.,Storage,HDD,"1. Check the Cable and Power Connector.; 2. If the measures above do not solve the problem, start up in Saf e Mode to perform All Format using SST and reinstall the system (SYSTEM, LANGUAGE, RUI), and then turn OFF and then ON the main power.; 3. If the error still remains, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system.E CodeDetail CodeLocation Item Description",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
329,2026-02-02,Canon iRA 4051,E602-1102,Error in /APL_MEAP.,Storage,HDD,"1. Check the Cable and Power Connector.; 2. If the measures above do not solve the problem, start up in Saf e Mode to perform All Format using SST and reinstall the system (SYSTEM, LANGUAGE, RUI), and then turn OFF and then ON the main power.; 3. If the error still remains, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system.",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
